Mes,Dia,Semaforo,Observador,Estado,Colonia,Alcaldia,Sexo,Uso_cubrebocas,Uso_corrceto_Cubre,X,Uso_careta,Uso_correcto_careta,Uso_corr_careta,Observaciones
1,5,Rojo,CL,CDMX,INFONAVIT Iztacalco,Iztacalco ,M,N,NA,NN,N,N,NN,EN LA MANO
1,14,Rojo,LYCG,Querétaro,Los Heroes,El Marques,M,S,S,SS,N,N,NN,NA
3,1,Amarillo,AR,Veracruz,Tuxpan,Mercado,F,S,S,SS,N,N,NN,NA
2,25,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,25,Naranja,BH,CDMX,Torres de padierna,Tlalpan,M,N,N,NN,N,N,NN,NA
2,25,Naranja,BH,CDMX,Torres de padierna,Tlalpan,M,N,N,NN,N,N,NN,NA
2,25,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,25,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,25,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,25,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,25,Naranja,BH,CDMX,Torres de padierna,Tlalpan,M,N,N,NN,N,N,NN,NA
2,25,Naranja,BH,CDMX,Torres de padierna,Tlalpan,M,N,N,NN,N,N,NN,NA
2,25,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,25,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,25,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,25,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,25,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,25,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,25,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,25,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,25,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,25,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,25,Naranja,BH,CDMX,Torres de padierna,Tlalpan,M,N,N,NN,N,N,NN,NA
2,25,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,25,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,25,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,25,Naranja,BH,CDMX,Torres de padierna,Tlalpan,M,N,N,NN,N,N,NN,NA
2,25,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,25,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,25,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,25,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,25,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,25,Naranja,BH,CDMX,Torres de padierna,Tlalpan,M,N,N,NN,N,N,NN,NA
2,25,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,25,Naranja,BH,CDMX,Torres de padierna,Tlalpan,M,N,N,NN,N,N,NN,NA
2,25,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,26,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,26,Naranja,BH,CDMX,Torres de padierna,Tlalpan,M,N,N,NN,N,N,NN,NA
2,26,Naranja,BH,CDMX,Torres de padierna,Tlalpan,M,N,N,NN,N,N,NN,NA
2,26,Naranja,BH,CDMX,Torres de padierna,Tlalpan,M,N,N,NN,N,N,NN,NA
2,26,Naranja,BH,CDMX,Torres de padierna,Tlalpan,M,N,N,NN,N,N,NN,NA
2,26,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,26,Naranja,BH,CDMX,Torres de padierna,Tlalpan,M,N,N,NN,N,N,NN,NA
2,26,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,26,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,26,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,26,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,26,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,26,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,26,Naranja,BH,CDMX,Torres de padierna,Tlalpan,M,N,N,NN,N,N,NN,NA
2,26,Naranja,BH,CDMX,Torres de padierna,Tlalpan,M,N,N,NN,N,N,NN,NA
2,26,Naranja,BH,CDMX,Torres de padierna,Tlalpan,M,N,N,NN,N,N,NN,NA
2,26,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,26,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,26,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,26,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,26,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,26,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,26,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,26,Naranja,BH,CDMX,Torres de padierna,Tlalpan,M,N,N,NN,N,N,NN,NA
2,26,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,26,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,27,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,27,Naranja,BH,CDMX,Torres de padierna,Tlalpan,M,N,N,NN,N,N,NN,NA
2,27,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,27,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,27,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,27,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,27,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,27,Naranja,BH,CDMX,Torres de padierna,Tlalpan,M,N,N,NN,N,N,NN,NA
2,27,Naranja,BH,CDMX,Torres de padierna,Tlalpan,M,N,N,NN,N,N,NN,NA
2,27,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,27,Naranja,BH,CDMX,Torres de padierna,Tlalpan,M,N,N,NN,N,N,NN,NA
2,27,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,27,Naranja,BH,CDMX,Torres de padierna,Tlalpan,M,N,N,NN,N,N,NN,NA
2,27,Naranja,BH,CDMX,Torres de padierna,Tlalpan,M,N,N,NN,N,N,NN,NA
2,27,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,27,Naranja,BH,CDMX,Torres de padierna,Tlalpan,M,N,N,NN,N,N,NN,NA
2,27,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,27,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,27,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,28,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,28,Naranja,BH,CDMX,Torres de padierna,Tlalpan,M,N,N,NN,N,N,NN,NA
2,28,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,28,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,28,Naranja,BH,CDMX,Torres de padierna,Tlalpan,M,N,N,NN,N,N,NN,NA
2,28,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,28,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,28,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,28,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,28,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,28,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,28,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,28,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,28,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,28,Naranja,BH,CDMX,Torres de padierna,Tlalpan,M,N,N,NN,N,N,NN,NA
2,28,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,28,Naranja,BH,CDMX,Torres de padierna,Tlalpan,M,N,N,NN,N,N,NN,NA
2,28,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,28,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,28,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,28,Naranja,BH,CDMX,Torres de padierna,Tlalpan,M,N,N,NN,N,N,NN,NA
2,28,Naranja,BH,CDMX,Torres de padierna,Tlalpan,M,N,N,NN,N,N,NN,NA
2,28,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,28,Naranja,BH,CDMX,Torres de padierna,Tlalpan,M,N,N,NN,N,N,NN,NA
2,28,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,28,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,28,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,28,Naranja,BH,CDMX,Torres de padierna,Tlalpan,M,N,N,NN,N,N,NN,NA
2,28,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,28,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,28,Naranja,BH,CDMX,Torres de padierna,Tlalpan,M,N,N,NN,N,N,NN,NA
2,28,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,28,Naranja,BH,CDMX,Torres de padierna,Tlalpan,M,N,N,NN,N,N,NN,NA
2,28,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,28,Naranja,BH,CDMX,Torres de padierna,Tlalpan,M,N,N,NN,N,N,NN,NA
2,28,Naranja,BH,CDMX,Torres de padierna,Tlalpan,M,N,N,NN,N,N,NN,NA
2,28,Naranja,BH,CDMX,Torres de padierna,Tlalpan,M,N,N,NN,N,N,NN,NA
2,28,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,28,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,28,Naranja,BH,CDMX,Torres de padierna,Tlalpan,F,N,N,NN,N,N,NN,NA
2,16,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,Dia de tianguis
2,16,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,Dia de tianguis
2,16,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,Dia de tianguis
2,17,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,18,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,16,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,Dia de tianguis
2,16,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,Dia de tianguis
2,16,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,Dia de tianguis
2,16,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,Dia de tianguis
2,16,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,Dia de tianguis
2,16,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,Dia de tianguis
2,16,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,Dia de tianguis
2,17,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,17,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,17,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,17,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,17,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,17,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,17,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,17,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,17,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,17,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,17,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,17,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,17,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,17,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,17,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,18,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,18,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,18,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,18,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,18,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,18,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,18,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,18,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,18,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,18,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,18,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,19,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,19,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,19,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,19,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,19,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,19,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,19,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,19,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,19,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,19,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,19,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,19,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,19,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,19,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,20,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,20,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,20,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,20,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,20,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,20,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,20,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,20,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,20,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,20,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,21,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,21,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,21,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,21,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,21,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,21,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,21,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,21,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,21,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,21,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,21,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,21,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,22,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,22,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,22,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,22,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,22,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,22,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,22,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,22,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,22,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,22,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,22,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,22,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,22,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,22,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,22,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,22,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,22,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,22,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,22,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,22,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,22,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,22,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,22,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,23,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,Dia de tianguis
2,23,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,Dia de tianguis
2,23,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,Dia de tianguis
2,23,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,Dia de tianguis
2,23,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,Dia de tianguis
2,23,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,Dia de tianguis
2,23,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,Dia de tianguis
2,24,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,24,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,24,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,24,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,24,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,24,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,24,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,24,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,25,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,25,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,25,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,25,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,25,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,25,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,25,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,25,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,25,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,25,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,25,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,25,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,25,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,26,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,26,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,26,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,26,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,26,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,26,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,26,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,26,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,26,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,26,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,26,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,26,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,26,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,27,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,27,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,27,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,27,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,27,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,27,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,27,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,27,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,27,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,27,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,27,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,27,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,27,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,28,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,28,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,28,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,28,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,28,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,28,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
2,28,Naranja,DR,CDMX,La planta,Iztapalapa,F,N,N,NN,N,N,NN,NA
